roaster,cleaned_desc_1,sentiment_scores,compound,compound_scaled_0_1,compound_scaled_1_10
Kahawa 1893,crisp bright floraltoned pluot star jasmine cocoa nib black tea lemon zest aroma cup sweet structure pert acidity satinysmooth mouthfeel gently drying finish redolent pluot cocoa nib,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
Red Bay Coffee,lowtoned deep richly sweet dried fig dark chocolate pistachio gardenia spice box aroma cup sweettoned structure gentle round acidity big creamy mouthfeel finish dark chocolate hint fig gardenia,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8316}",0.8316,0.9158,9.2422
RND,richly chocolaty sweetly herbaceous chocolate fudge lemon verbena blackberry agave syrup cedar aroma cup sweetly tart structure juicy citrusy acidity velvety mouthfeel resonant finish consolidates note blackberry chocolate fudge cedar,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.8442}",0.8442,0.9220999999999999,9.2989
Dávila Kafe,crisply sweet caramel nuttoned nougat walnut bosc pear freshcut fir hint cardamom aroma cup sweet structure brisk acidity satiny delicate mouthfeel gently drying finish lead caramel pear short resolving walnut fir long,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.9081}",0.9081,0.9540500000000001,9.586450000000001
Southeastern Roastery,deeptoned sweetly herbaceous earthy dried stone fruit medley petrichor cocoa powder pipe tobacco hint eucalyptus aroma cup sweetly savory structure winetoned acidity full syrupysmooth mouthfeel gentle spice cocoatoned finish,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.8442}",0.8442,0.9220999999999999,9.2989
Dr. Bean's Coffee Roasters,deeptoned richly sweet cherry brown sugar grapefruit zest dark chocolate baking spice aroma cup sweet structure round lively acidity crisply smooth velvety mouthfeel baking spice dark chocolate characterize inviting finish,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.9201}",0.9201,0.9600500000000001,9.640450000000001
JBC Coffee Roasters,crisply sweet richly hightoned pink grapefruit zest cocoa nib black cherry dried hibiscus cedar aroma cup sweettart structure bright citrusy acidity plush syrupy mouthfeel flavorsaturated finish especially distinct note black cherry cocoa nib,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.8316}",0.8316,0.9158,9.2422
Drink Coffee Do Stuff,bright sweetly savory deeptoned black currant dark chocolate cedar hop flower jasmine aroma cup richly bittersweet structure floraltoned acidity plush syrupy mouthfeel resonant finish center around note black currant dark chocolate hop flower,"{'neg': 0.033, 'neu': 0.74, 'pos': 0.227, 'compound': 0.8225}",0.8225,0.91125,9.20125
Red Rooster Coffee Roaster,evaluated espresso deep rich sweetly tart dried mulberry chocolate fudge lime zest bay leaf brown sugar aroma small cup viscous syrupy mouthfeel berrytoned chocolaty finish cappuccinoscaled milk suggests adult dessert berry sweet herb note laced fudge,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.8658}",0.8658,0.9329000000000001,9.3961
Temple Coffee Roasters,richtoned deeply expressed complex black currant toffee jasmine pink grapefruit zest baking spice aroma cup complex bittersweet structure juicybright acidity lush syrupy mouthfeel resonantly lingering finish note black currant jasmine short pink grapefruit zest baking spice long — held together sweet depth redolent toffee,"{'neg': 0.029, 'neu': 0.905, 'pos': 0.066, 'compound': 0.4019}",0.4019,0.70095,7.308549999999999
SkyTop Coffee,fruittoned tropical lychee guava cocoa nib violet sandalwood aroma cup sweettart structure crisp hightoned acidity lightly syrupy mouthfeel finish center around lychee sandalwood note,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Red Rooster Coffee Roaster,fruittoned richly floral wild strawberry lilac honey pink peppercorn dark chocolate aroma cup sweetly tart structure citrusy acidity full creamy mouthfeel finish strawberry lilac chocolate,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.7184}",0.7184,0.8592,8.7328
SkyTop Coffee,chocolaty stone fruitdriven apricot milk chocolate narcissus maple syrup cedar aroma cup sweet structure mild acidity full satinysmooth mouthfeel finish consolidates note milk chocolate cedar hint apricot,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4588}",0.4588,0.7294,7.5646
Red Rooster Coffee Roaster,elegant hightoned complex apricot narcissus lime almond brittle lemon balm aroma cup sweetsavory structure juicy bright acidity plush syrupy mouthfeel finish center around note apricot narcissus undertone almond brittle,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7184}",0.7184,0.8592,8.7328
421 Brew House,crisply sweet cocoatoned baking chocolate hazelnut magnolia pear freshcut fir aroma cup sweet structure brisk acidity satinysmooth mouthfeel finish consolidates hazelnut cocoa nib fir undertone,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.765}",0.765,0.8825000000000001,8.9425
421 Brew House,cocoatoned gently roasty cocoa powder lightly scorched cedar brazil nut raisin lily aroma cup sweetsavory structure barely perceptible acidity velvety heavyish mouthfeel gently drying woodframed finish hint cocoa powder lily,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7184}",0.7184,0.8592,8.7328
Emiliani Coffee,chocolaty sweetly nuttoned baking chocolate cashew butter raisin gardenia molasses aroma cup sweet structure brisk acidity crisp satiny mouthfeel nuttoned finish supported note baking chocolate raisin,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
Emiliani Coffee,richly sweetly earthtoned fresh humus dark chocolate gently scorched oak almond red apple aroma cup sweetsavory structure pert acidity full satiny mouthfeel resonant gently drying finish sweetly smoky chocolate fresh humus note,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9565}",0.9565,0.9782500000000001,9.80425
Emiliani Coffee,crisply sweet lightly floraltoned magnolia cocoa nib date cedar agave syrup aroma cup sweet structure gentle round acidity velvetysmooth mouthfeel quiet finish center around note cocoatoned date cedar,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
Indaba Coffee Roasters,energetic floral multilayered intriguing aromatic orchid red plum lemon verbena nougat sandalwood aroma cup sweettoned structure juicybright acidity plush syrupysmooth mouthfeel flavorsaturated finish sustains aroma flavor note cup harmonious balance,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Indaba Coffee Roasters,brightly fruittoned deeply sweettart pomegranate jasmine honey cedar pink grapefruit zest aroma cup sweetly tart structure brisk acidity full creamy mouthfeel finish consolidates note jasmine honey grapefruit,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7351}",0.7351,0.86755,8.80795
Indaba Coffee Roasters,crisply sweet delicately fruittoned blueberry baking chocolate oak agave syrup magnolia aroma cup sweet structure gentle round acidity crisp velvety mouthfeel blueberry baking chocolate lead short finish magnolia returning long,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.872}",0.872,0.9359999999999999,9.424
Kakalove Cafe,bright yet deeptoned sweettartsavory intensely floral mango dark chocolate hop flower lilac wild honey aroma cup richly bittersweet structure juicybright acidity viscous nectarlike mouthfeel flavorsaturated chocolaty finish,"{'neg': 0.042, 'neu': 0.772, 'pos': 0.186, 'compound': 0.6705}",0.6705,0.83525,8.51725
Kakalove Cafe,delicately sweettart floraltoned narcissus apricot cocoa nib lemon verbena frankincense aroma cup sweettart structure delicately juicy acidity full syrupy mouthfeel cocoa nib narcissus focus long lingering finish,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4588}",0.4588,0.7294,7.5646
Wonderstate Coffee,deeptoned sweetsavory lychee rose hip sandalwood dark chocolate marjoram aroma cup sweetsavory structure citrusy acidity viscous satiny mouthfeel resonant finish lead lychee rose hip rounding crisp chocolate marjoram long,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Atom Coffee Roasters,deeptoned cleanly fruitcentered pineapple violet candy almond brittle cedar brown sugar aroma cup sweet structure brisk acidity silkysmooth lively mouthfeel finish quietly flavorsaturated,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7579}",0.7579,0.87895,8.91055
Triple Coffee Co.,berrytoned sweetly tart raspberry grapefruit cashew butter cedar freesialike flower aroma cup sweettart structure juicy bright acidity satinysmooth mouthfeel berry citrustoned finish hint cedar freesia,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7506}",0.7506,0.8753,8.8777
Small Eyes Cafe,crisply sweet nuttoned richly floral almond butter lilac lemon verbena red apple oak aroma cup sweet structure soft round acidity full syrupysmooth mouthfeel lemon verbena support resonantly nuttoned finish,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.891}",0.891,0.9455,9.5095
Per'la Specialty Roasters,sweetly pungent richly nut floraltoned magnolia hazelnut butter baking chocolate plum agave syrup aroma cup sweet structure brisk acidity full syrupysmooth mouthfeel richtoned finish consolidates note magnolia hazelnut butter undertone red plum,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8625}",0.8625,0.93125,9.38125
CofFeeling,cocoa floraldriven baking chocolate plum freshcut fir lime zest gardenia aroma cup sweet structure gentle round acidity lightly syrupy mouthfeel finish consolidates note cocoatoned plum lime zest fir,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Paradise Roasters,complex — floral citrusy multilayered lime blossom bergamot lemon verbena cocoa nib frankincense aroma cup deeply sweet structure hightoned vibrant acidity rich syrupy mouthfeel resonant flavorsaturated finish go,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.8832}",0.8832,0.9416,9.4744
Kakalove Cafe,evaluated espresso richly sweetsavory harmoniously integrated violet tangerine zest dried apricot cashew butter hint dill aroma small cup full syrupy mouthfeel sweetly tart finish savory undertone deep umamirich three part milk sweet dill juxtaposed apricot cashew,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.8979}",0.8979,0.94895,9.54055
Paradise Roasters,deeply aromatic tropical fruittoned guava lychee ginger blossom cocoa nib agave syrup aroma cup sweetly tart structure bright juicy acidity delicate silkysmooth mouthfeel quietly fruitcentered finish hint cocoa nib,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7351}",0.7351,0.86755,8.80795
Kakalove Cafe,evaluated espresso balanced richly sweet black cherry almond cedar baker ’ chocolate magnolia aroma small cup full satiny body chocolaty woodframed finish dark chocolate note lead way three part milk supported note black cherry almond,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.802}",0.802,0.901,9.109
Kakalove Cafe,evaluated espresso richly bittersweet cocoatoned cocoa powder molasses pecan lily red apple aroma small cup creamy mouthfeel cocoatoned finish hint pecan cappuccinoscaled milk cocoa note amplified lily resurfaces,"{'neg': 0.043, 'neu': 0.861, 'pos': 0.096, 'compound': 0.3818}",0.3818,0.6909,7.2181
De Clieu Coffee,crisp delicate richly sweet yellow plum cocoa powder narcissus sandalwood brown sugar aroma cup sweettoned structure lively acidity full satiny mouthfeel cocoatoned plum hint narcissus enliven quiet finish,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
Durango Coffee Company,sweet crisp fruittoned raspberry cocoa nib orange zest magnolia fir aroma cup sweettoned structure round acidity velvetysmooth mouthfeel finish consolidates cocoatoned raspberry fir,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4588}",0.4588,0.7294,7.5646
Peacock Coffee Roaster,deep complex sweetly pungent red currant dark chocolate moist freshfallen leaf maple syrup star jasmine aroma cup crisply sweetsavory structure plush buoyant mouthfeel flavor resonates long richly drying finish,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7845}",0.7845,0.89225,9.03025
Dory Coffee Roasters,deeply sweet cocoatoned dark chocolate dried persimmon hazelnut wisteria maple syrup aroma cup balanced brisk sweet structure rounded acidity satinysmooth mouthfeel finish thoroughly chocolaty undertone persimmon hazelnut,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8012}",0.8012,0.9006000000000001,9.105400000000001
Atomic Coffee Roasters,complex richly sweet fruittoned apricot orange blossom caramel cocoa powder almond aroma cup sweettart structure pert acidity full syrupy mouthfeel finish consolidates carameltoned apricot almond,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Lamppost Coffee Roasters,richly nut floraltoned magnolia hazelnut butter baking chocolate apricot maple syrup aroma cup sweet structure gentle round acidity velvetysmooth mouthfeel finish consolidates note hazelnut butter maple syrup baking chocolate undertone,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.8316}",0.8316,0.9158,9.2422
Dragonfly Coffee Roasters,delicately richly fruittoned raspberry dark chocolate baking spice tangerine zest lemon verbena aroma cup sweet structure winy acidity full satiny mouthfeel chocolaty finish note raspberry baking spice,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.7845}",0.7845,0.89225,9.03025
Dragonfly Coffee Roasters,vibrantly floraltoned sweetly pungent narcissus toffee black currant cedar dark caramel aroma cup sweettart structure bright juicy acidity plush syrupy mouthfeel finish lead toffee black currant note supported narcissuslike flower throughout,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8074}",0.8074,0.9037,9.1333
Peach Coffee Roasters,richtoned elegantly sweet wild honey dried apricot lilac myrrh sandalwood aroma cup sweetly tart structure juicy bright acidity full syrupysmooth mouthfeelthe finish consolidates note dried apricot myrrh undertone wild honey,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8979}",0.8979,0.94895,9.54055
JBC Coffee Roasters,complex fruittoned chocolaty red currant dark chocolate hazelnut butter narcissus agave syrup aroma cup sweettoned structure vibrant juicy acidity full syrupysmooth mouthfeel deep chocolaty finish supported sweettart fruit note narcissuslike florals,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.6908}",0.6908,0.8453999999999999,8.6086
Nostalgia Coffee Roasters,balanced deeply sweetsavory nutella plum jasmine cedar maple syrup aroma cup sweetsavory structure pert acidity velvetysmooth mouthfeel flavorsaturated finish center around note nutella plum cedar undertone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Collage Coffee,bright sweetly spicetoned cinnamon candy apple grapefruit zest freesialike flower hint fresh yogurt aroma cup sweettart structure lively hightoned acidity crisp satiny mouthfeel finish continues spicetoned rich,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.93}",0.93,0.9650000000000001,9.685
Paradise Roasters,aromatically tropical deeply floral mysteriously complex plumeria amber passion fruit concord grape dark chocolate aroma cup deeptoned sweetly savory structure winy acidity decadently plush mouthfeel finish go,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.7269}",0.7269,0.86345,8.77105
Paradise Roasters,richly elegantly fruittoned strawberryguava cocoa nib violet wild honey aloe wood aroma cup vivaciously sweettart structure juicy balanced acidity full creamy mouthfeel resonant fruitforward finish note strawberryguava cocoa nib violet,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7003}",0.7003,0.85015,8.65135
Lexington Coffee Roasters,richly chocolaty deeply fruittoned chocolate fudge raspberry coulis sandalwood lilac aroma cup sweetly tart structure juicy acidity plush lively mouthfeel floral fruittoned finish supported chocolate tone throughout,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.8807}",0.8807,0.94035,9.46315
Plat Coffee Roastery,evaluated espresso richly sweettart pomegranate dark chocolate narcissus hazelnut cedar aroma small cup satinysmooth mouthfeel fruitdriven chocolaty finish three part milk fruit round softens chocolate note foregrounded,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",0.4404,0.7202,7.4818
JBC Coffee Roasters,delicately intricate deeply sweet passion fruit jasmine sandalwood cocoa nib tangerine zest aroma cup juicy effervescent acidity silky confident mouthfeel finish crisply tart sweet floral cocoa tone short,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9399}",0.9399,0.96995,9.72955
JBC Coffee Roasters,deeptoned richly sweet date magnolia molasses almond cedar aroma cup sweet structure round gentle acidity full syrupy mouthfeel finish consolidates note molasses almond,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8957}",0.8957,0.9478500000000001,9.530650000000001
JBC Coffee Roasters,delicate sweettoned plum caramel freesialike flower oak lemon zest aroma cup sweettart structure brisk acidity satiny mouthfeel finish center around caramel lemon zest,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.2023}",0.2023,0.60115,6.410349999999999
David's Nose,crisp delicately sweet nectarine jasmine cocoa nib almond oak aroma cup sweettoned structure gentle acidity full viscous mouthfeel finish center around note nectarine cocoa nib oak,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.7845}",0.7845,0.89225,9.03025
GK Coffee,richly fruit floraltoned passion fruit narcissus allspice cocoa nib tangerine zest aroma cup sweetsavory structure juicy hightoned acidity lightly syrupy mouthfeel richly drying vermouthlike finish,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8316}",0.8316,0.9158,9.2422
Kaldi's Coffee,richly sweetsavory chocolatetoned dark chocolate date praline tiger lily hint cumin aroma cup sweetsavory structure gentle round acidity plump syrupy mouthfeel gently drying finish chocolaty undertone praline flower,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8316}",0.8316,0.9158,9.2422
Equator Coffees,richly chocolaty deeply sweet dark chocolate freesialike flower crisp pear vanilla bean cedar aroma cup sweet structure gentle acidity velvetysmooth mouthfeel quiet chocolaty finish note pear cedar,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9079}",0.9079,0.9539500000000001,9.585550000000001
Highwire Coffee Roasters,deeptoned chocolaty dark chocolate date hazelnut agave syrup pink grapefruit zest aroma cup sweetly tart structure pert acidity delicately smooth mouthfeel chocolate hazelnuttoned finish,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6249}",0.6249,0.81245,8.31205
Mr. Espresso,richly cherrytoned chocolaty dark chocolate black cherry pistachio honeysuckle cedar aroma cup gently sweettart structure brisk acidity lively syrupy mouthfeel finish chocolate,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.8555}",0.8555,0.9277500000000001,9.34975
Plat Coffee Roastery,delicately sweet floraltoned honeysuckle red grape cashew oak brown sugar aroma cup sweet structure gentle acidity smooth satiny mouthfeel finish consolidates note red grape cashew brown sugar,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.872}",0.872,0.9359999999999999,9.424
Red Rooster Coffee Roaster,balanced deep sweetly savory tamarind dark chocolate gardenia candycap mushroom almond aroma cup crispy sweet structure brisk acidity satiny mouthfeel chocolaty finish undertone tamarind almond,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.7717}",0.7717,0.88585,8.97265
Bird Rock Coffee Roasters,richtoned chocolaty floral baking chocolate honeysuckle lemon verbena almond butter cedar aroma cup sweettart structure bright juicy acidity satinysmooth mouthfeel chocolate front short finish followed almond lemon verbena long,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}",0.4404,0.7202,7.4818
Corvus Coffee Roasters,sweetly savory vibrant deep meyer lemon zest dark chocolate tamarind sandalwood aromatic orchid aroma cup sweettart structure bright juicy acidity satinysmooth mouthfeel flavorsaturatedfinish lead note tamarind lemon zest rounding deep dark chocolate note long,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.8555}",0.8555,0.9277500000000001,9.34975
Beachcomber Coffee,richly sweet nuttoned almond butter baking chocolate pear cedar baking spice aroma cup sweettoned structure gentle round acidity full satinysmooth mouthfeel dominant nut note finish supported baking chocolate cedar,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8779}",0.8779,0.93895,9.45055
States Coffee,evaluated espresso juicybright chocolaty chocolate fudge black cherry honeysuckle cedar maple syrup aroma small cup creamy mouthfeel chocolaty fruitforward finish milk amplifies deepens sweetens chocolate fruit note,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Bird Rock Coffee Roasters,complex intricate deeply sweet star jasmine cocoa nib nectarine frankincense spearmint aroma cup bright juicy acidity plush velvety mouthfeel resonant flavorsaturated finish lead note star jasmine nectarine balanced suggestion crisp cocoa,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.7778}",0.7778,0.8889,9.0001
Amavida Coffee Roasters,crisp delicate richly hightoned apricot cocoa nib honeysuckle sandalwood agave syrup aroma cup sweettoned structure lively acidity full syrupysmooth mouthfeel cocoatoned apricot honeysuckle enliven quiet finish,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7184}",0.7184,0.8592,8.7328
PT's Coffee Roasting Co.,delicate spicetoned richly aromatic narcissuslike flower cocoa nib peach lemon verbena hint eucalyptus wood aroma cup hightoned vibrant acidity full syrupy mouthfeel deep cocoatoned finish center around note narcissus peach,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7579}",0.7579,0.87895,8.91055
Amavida Coffee Roasters,delicately fruittoned floral strawberry narcissus lemon verbena cocoa nib cedar aroma cup sweet structure gentle round acidity full syrupy mouthfeel richly sweet finish consolidates cocoatoned narcissus strawberry,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9153}",0.9153,0.95765,9.61885
Evie's Cafe,chocolaty floraltoned dark chocolate freesialike flower pluot pink peppercorn oak aroma cup sweettart structure bright sparkling acidity full syrupysmooth mouthfeel spicetoned floral finish,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.6249}",0.6249,0.81245,8.31205
Hula Daddy Kona Coffee,balanced complex richtoned cocoa nib pluot tangerine zest star jasmine lemon verbena aroma cup deeply sweet hightoned structure juicy vibrant acidity plush syrupy mouthfeel long resonant finish maintains multilayered note cup,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7713}",0.7713,0.88565,8.97085
Rooster Roastery,chocolaty smoketoned sweetly savory dark chocolate scorched mesquite vanillin gardenia prune aroma cup sweetsavory structure little acidity lightbodied smooth mouthfeel woodframed finish hint smoky chocolate,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4767}",0.4767,0.7383500000000001,7.645150000000001
Paradise Roasters,sweetly spicetoned cinnamon cocoa powder plum ginger blossom narcissus aroma cup richly sweet structure round acidity full satiny mouthfeel spicetoned finish center cinnamon gingerbread suggestion,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
The Formosa Coffee,sweettoned fruitcentered raisin brown sugar lemon zest prairie flower oak aroma cup sweet structure brisk acidity mediumbodied velvetysmooth mouthfeel gently drying finish consolidates note brown sugar oak hint lemon zest,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.765}",0.765,0.8825000000000001,8.9425
Paradise Roasters,crisply tart chocolaty lime zest dried apricot chocolate fudge agave syrup cedar aroma cup sweettoned structure gentle round acidity lightly syrupy mouthfeel deep finish richly drying chocolaty,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7003}",0.7003,0.85015,8.65135
Temple Coffee Roasters,richly sweet deeply aromatic floraltoned plum meyer lemon zest tea rose sandalwood maple syrup aroma cup balanced sweetly tart structure smooth syrupy mouthfeel note tea rose sandalwood permeate rich finish,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9118}",0.9118,0.9559,9.6031
Flight Coffee Co.,hightoned crisply sweettart concord grape rhododendron cocoa nib sandalwood maple syrup aroma cup brightly sweet structure tart juicy acidity plush syrupy mouthfeel resonant finish consolidates note cocoa nib maple syrup undertone concord grape,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.6705}",0.6705,0.83525,8.51725
Bona Kafo Roastery,evaluated espresso bright juicy sweetly tart pomegranate hazelnut cedar freesialike flower molasses aroma small cup syrupysmooth mouthfeel crisp gently drying finish rounder nuttoned three part milk,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
Bona Kafo Roastery,sweetly floral spicetoned delicate lilac myrrh cocoa nib pink peppercorn honey aroma cup balanced sweetly tart structure delicately vibrant acidity full syrupy mouthfeel cocoa floraltoned finish,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.8957}",0.8957,0.9478500000000001,9.530650000000001
Temple Coffee Roasters,richly bittersweet nuttoned caramelized hazelnut cocoa nib dried date freesialike flower freshcut fir aroma cup bittersweet structure brisk acidity full lightly syrupy mouthfeel richly drying finish foreground caramelized hazelnut cocoatoned date,"{'neg': 0.072, 'neu': 0.722, 'pos': 0.206, 'compound': 0.7003}",0.7003,0.85015,8.65135
Paradise Roasters,delicate citrusy nuttoned orange zest almond magnolia date baking chocolate aroma cup sweet structure brisk acidity velvetysmooth mouthfeel nutframed finish supported note orange zest baking chocolate,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7269}",0.7269,0.86345,8.77105
Miranda Farms,balanced richtoned deeply sweet strawberryguava cocoa nib narcissus almond butter freshcut oak aroma cup sweet structure appealing savory undertone juicy acidity full syrupy mouthfeel finish consolidates cocoatoned guava supported hint narcissus,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8354}",0.8354,0.9177,9.2593
Kakalove Cafe,delicate sweetly fruittoned complex dried persimmon nougat lilac dark chocolate hint spearmint aroma cup sweetly tart structure winelike acidity satiny viscous mouthfeel chocolaty finish supported note persimmon nougat,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8271}",0.8271,0.91355,9.22195
Kakalove Cafe,evaluated espresso crisply sweettart bright juicy pomegranate tangerine zest dark chocolate hazelnut butter sandalwood aroma small cup full syrupy mouthfeel crisply sweet finish note dark chocolate tangerine zest three part milk chocolate citrus note lifted enlivened,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
JBC Coffee Roasters,cleanly fruitforward hightoned strawberry guava lemon verbena cocoa nib freesia myrrh aroma cup sweettart structure bright juicy acidity viscous syrupy mouthfeel resonant fruitdriven finish note strawberry guava lemon verbena cocoa nib far long,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.5106}",0.5106,0.7553000000000001,7.797700000000001
JBC Coffee Roasters,floral bright citrusy balanced star jasmine cocoa nib tangerine zest caramel cedar aroma cup balanced sweetly tart structure lively acidity delicate silky mouthfeel finish center around jasminelike floral note,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8442}",0.8442,0.9220999999999999,9.2989
JBC Coffee Roasters,big bright juicy balanced sticky rice lychee hazelnut cocoa nib narcissus aroma cup richly sweet structure vibrant tangy acidity syrupy mouthfeel flavorladen finish lead lychee hazelnut undertone cocoa nib,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.9042}",0.9042,0.9521,9.5689
