name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,cleaned_desc_1,sentiment_score,label,roberta_sentiment_score,predicted_labels
Tarrazu Asocafé Canet,CofFeeling,Medium_Light,Taiwan,Tarrazu Growing Region,Costa Rica,7.05,92,2020-09-01,"Cocoa- and floral-driven. Baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to notes of cocoa-toned plum, lime zest, fir.",cocoa floraldriven baking chocolate plum freshcut fir lime zest gardenia aroma cup sweet structure gentle round acidity lightly syrupy mouthfeel finish consolidates note cocoatoned plum lime zest fir,0.7096,1,0.94253904,1
Ethiopia Sheka Kawo Kamina Natural,Paradise Roasters,Medium_Light,United States,Illubabor Zone,Oromia Region,7.33,95,2020-09-01,"Complex — floral, citrusy, and multi-layered. Lime blossom, bergamot, lemon verbena, cocoa nib, frankincense in aroma and cup. Deeply sweet structure with high-toned, vibrant acidity. Rich, syrupy mouthfeel. The resonant, flavor-saturated finish goes on and on.",complex — floral citrusy multilayered lime blossom bergamot lemon verbena cocoa nib frankincense aroma cup deeply sweet structure hightoned vibrant acidity rich syrupy mouthfeel resonant flavorsaturated finish go,0.8832,1,0.94250816,1
Black Swan Blend,Kakalove Cafe,Medium_Light,Taiwan,Colombia,Guatemala,3.68,94,2020-09-01,"Evaluated as espresso. Richly sweet-savory, harmoniously integrated. Violet, tangerine zest, dried apricot, cashew butter, a hint of dill in aroma and small cup. Full, syrupy mouthfeel; sweetly tart finish with savory undertones. Deep and umami-rich in three parts milk, with sweet dill juxtaposed with apricot and cashew.",evaluated espresso richly sweetsavory harmoniously integrated violet tangerine zest dried apricot cashew butter hint dill aroma small cup full syrupy mouthfeel sweetly tart finish savory undertone deep umamirich three part milk sweet dill juxtaposed apricot cashew,0.8979,1,0.94254804,1
Kona Champagne Natural Black Rock Farm,Paradise Roasters,Light,United States,Kona,Big Island Of Hawai’I,7.33,93,2020-09-01,"Deeply aromatic, tropical fruit-toned. Guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; delicate, silky-smooth mouthfeel. Quietly fruit-centered finish with hints of cocoa nib.",deeply aromatic tropical fruittoned guava lychee ginger blossom cocoa nib agave syrup aroma cup sweetly tart structure bright juicy acidity delicate silkysmooth mouthfeel quietly fruitcentered finish hint cocoa nib,0.7351,1,0.94253,1
Guatemala Washed El General Lot SummerEnd 2020,Kakalove Cafe,Medium_Light,Taiwan,Acatenango Growing Region,Central Guatemala,2.83,93,2020-09-01,"Evaluated as espresso. Balanced, richly sweet. Black cherry, almond, cedar, baker’s chocolate, magnolia in aroma and small cup. Full, satiny body; chocolaty, wood-framed finish. Dark chocolate notes lead the way in three parts milk, supported by notes of black cherry and almond.",evaluated espresso balanced richly sweet black cherry almond cedar baker ’ chocolate magnolia aroma small cup full satiny body chocolaty woodframed finish dark chocolate note lead way three part milk supported note black cherry almond,0.802,1,0.94250596,1
Crescent Blend,Kakalove Cafe,Medium,Taiwan,Ethiopia,Nicaragua,2.34,92,2020-09-01,"Evaluated as espresso. Richly bittersweet, cocoa-toned. Cocoa powder, molasses, pecan, lily, red apple in aroma and small cup. Creamy mouthfeel; cocoa-toned finish with hints of pecan. In cappuccino-scaled milk, cocoa notes are amplified and lily resurfaces.",evaluated espresso richly bittersweet cocoatoned cocoa powder molasses pecan lily red apple aroma small cup creamy mouthfeel cocoatoned finish hint pecan cappuccinoscaled milk cocoa note amplified lily resurfaces,0.3818,1,0.9424788,1
Ethiopia Guji Uraga,De Clieu Coffee,Medium_Light,Taiwan,Guji Zone,Southern Ethiopia,7.08,93,2020-09-01,"Crisp, delicate, richly sweet. Yellow plum, cocoa powder, narcissus, sandalwood, brown sugar in aroma and cup. Sweet-toned structure with lively acidity; full, satiny mouthfeel. Cocoa-toned plum and a hint of narcissus enliven the quiet finish.",crisp delicate richly sweet yellow plum cocoa powder narcissus sandalwood brown sugar aroma cup sweettoned structure lively acidity full satiny mouthfeel cocoatoned plum hint narcissus enliven quiet finish,0.8402,1,0.9425303,1
Costa Rica Perla Negra,Durango Coffee Company,Medium,United States,Sabanilla De Alajuela Growing Region,Costa Rica,4.98,92,2020-09-01,"Sweet, crisp, fruit-toned. Raspberry, cocoa nib, orange zest, magnolia, fir in aroma and cup. Sweet-toned structure with round acidity; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned raspberry and fir.",sweet crisp fruittoned raspberry cocoa nib orange zest magnolia fir aroma cup sweettoned structure round acidity velvetysmooth mouthfeel finish consolidates cocoatoned raspberry fir,0.4588,1,0.9425138,1
Indonesia Lintong Mandheling,Peacock Coffee Roaster,Medium_Light,Taiwan,Lintong Growing Region,North Sumatra Province,6.4,94,2020-09-01,"Deep, complex, sweetly pungent. Red currant, dark chocolate, moist fresh-fallen leaves, maple syrup, star jasmine in aroma and cup. Crisply sweet-savory in structure; plush, buoyant mouthfeel. Flavor resonates long into a richly drying finish.",deep complex sweetly pungent red currant dark chocolate moist freshfallen leaf maple syrup star jasmine aroma cup crisply sweetsavory structure plush buoyant mouthfeel flavor resonates long richly drying finish,0.7845,1,0.9425143,1
Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,Dory Coffee Roasters,Medium_Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,9.74,93,2020-09-01,"Deeply sweet, cocoa-toned. Dark chocolate, dried persimmon, hazelnut, wisteria, maple syrup in aroma and cup. Balanced, brisk but sweet structure with rounded acidity; satiny-smooth mouthfeel. The finish is thoroughly chocolaty with undertones of persimmon and hazelnut.",deeply sweet cocoatoned dark chocolate dried persimmon hazelnut wisteria maple syrup aroma cup balanced brisk sweet structure rounded acidity satinysmooth mouthfeel finish thoroughly chocolaty undertone persimmon hazelnut,0.8012,1,0.9425397,1
Costa Rica La Pastora,Atomic Coffee Roasters,Medium_Light,United States,Santa Maria De Dota,Costa Rica,5.29,93,2020-09-01,"Complex, richly sweet, fruit-toned. Apricot, orange blossom, caramel, cocoa powder, almond in aroma and cup. Sweet-tart structure with pert acidity; very full, syrupy mouthfeel. Finish consolidates to caramel-toned apricot and almond.",complex richly sweet fruittoned apricot orange blossom caramel cocoa powder almond aroma cup sweettart structure pert acidity full syrupy mouthfeel finish consolidates carameltoned apricot almond,0.7096,1,0.94251627,1
Papua New Guinea “Papa Kinne”,Lamppost Coffee Roasters,Medium_Light,United States,Purosa Village,Eastern Highlands,4.41,92,2020-09-01,"Richly nut- and floral-toned. Magnolia, hazelnut butter, baking chocolate, apricot, maple syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and maple syrup with baking chocolate undertones.",richly nut floraltoned magnolia hazelnut butter baking chocolate apricot maple syrup aroma cup sweet structure gentle round acidity velvetysmooth mouthfeel finish consolidates note hazelnut butter maple syrup baking chocolate undertone,0.8316,1,0.9425244,1
Ethiopia Yirgacheffe Natural Farm Direct,Dragonfly Coffee Roasters,Medium_Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,6.47,94,2020-09-01,"Delicately and richly fruit-toned. Raspberry, dark chocolate, baking spices, tangerine zest, lemon verbena in aroma and cup. Sweet structure with winy acidity; very full, satiny mouthfeel. Chocolaty finish with notes of raspberry and baking spices.",delicately richly fruittoned raspberry dark chocolate baking spice tangerine zest lemon verbena aroma cup sweet structure winy acidity full satiny mouthfeel chocolaty finish note raspberry baking spice,0.7845,1,0.9425512,1
Kenya Karatina AA 2020,Dragonfly Coffee Roasters,Medium_Light,United States,Nyeri Growing Region,South-Central Kenya,7.05,94,2020-09-01,"Vibrantly floral-toned, sweetly pungent. Narcissus, toffee, black currant, cedar, dark caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy mouthfeel. Finish leads with toffee and black currant notes supported by narcissus-like flowers throughout.",vibrantly floraltoned sweetly pungent narcissus toffee black currant cedar dark caramel aroma cup sweettart structure bright juicy acidity plush syrupy mouthfeel finish lead toffee black currant note supported narcissuslike flower throughout,0.8074,1,0.942489,1
Colombia San Luís Gesha,Peach Coffee Roasters,Medium_Light,United States,Tolima,Colombia,8.81,94,2020-08-01,"Rich-toned, elegantly sweet. Wild honey, dried apricot, lilac, myrrh, sandalwood in aroma and cup. Sweetly tart structure with juicy, bright acidity; full, syrupy-smooth mouthfeel.The finish consolidates to notes of dried apricot and myrrh with undertones of wild honey.",richtoned elegantly sweet wild honey dried apricot lilac myrrh sandalwood aroma cup sweetly tart structure juicy bright acidity full syrupysmooth mouthfeelthe finish consolidates note dried apricot myrrh undertone wild honey,0.8979,1,0.9425014,1
Karani Kenya,JBC Coffee Roasters,Medium_Light,United States,Kirinyaga,Kenya,6.17,95,2020-08-01,"Complex, fruit-toned and chocolaty. Red currant, dark chocolate, hazelnut butter, narcissus, agave syrup in aroma and cup. Sweet-toned structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The deep, chocolaty finish supported by sweet-tart fruit notes and narcissus-like florals.",complex fruittoned chocolaty red currant dark chocolate hazelnut butter narcissus agave syrup aroma cup sweettoned structure vibrant juicy acidity full syrupysmooth mouthfeel deep chocolaty finish supported sweettart fruit note narcissuslike florals,0.6908,1,0.9425358,1
Memory Lane,Nostalgia Coffee Roasters,Medium_Light,United States,Brazil,Guatemala,6.76,92,2020-09-01,"Balanced, deeply sweet-savory. Nutella, plum, jasmine, cedar, maple syrup in aroma and cup. Sweet-savory structure with pert acidity; velvety-smooth mouthfeel. The flavor-saturated finish centers around notes of Nutella and plum with cedar undertones. ",balanced deeply sweetsavory nutella plum jasmine cedar maple syrup aroma cup sweetsavory structure pert acidity velvetysmooth mouthfeel flavorsaturated finish center around note nutella plum cedar undertone,0.0,0,0.94250685,1
Cordillera del Fuego Costa Rica Termico,Collage Coffee,Medium_Light,United States,Tarrazu,Costa Rica,5.64,93,2020-09-01,"Bright, sweetly spice-toned. Cinnamon, candy apple, grapefruit zest, freesia-like flowers, a hint of fresh yogurt in aroma and cup. Sweet-tart structure with lively, high-toned acidity; crisp, satiny mouthfeel. The finish continues spice-toned and rich.",bright sweetly spicetoned cinnamon candy apple grapefruit zest freesialike flower hint fresh yogurt aroma cup sweettart structure lively hightoned acidity crisp satiny mouthfeel finish continues spicetoned rich,0.93,1,0.9425251,1
Hawai’i Kilauea Volcano Yeast Fermentation Washed,Paradise Roasters,Medium_Light,United States,Puna,Big Island Of Hawai’I,26.41,96,2020-09-01,"Aromatically tropical, deeply floral, mysteriously complex. Plumeria, amber, passion fruit, Concord grape, dark chocolate in aroma and cup. Deep-toned, sweetly savory structure with winy acidity; decadently plush mouthfeel. The finish goes on and on.",aromatically tropical deeply floral mysteriously complex plumeria amber passion fruit concord grape dark chocolate aroma cup deeptoned sweetly savory structure winy acidity decadently plush mouthfeel finish go,0.7269,1,0.942514,1
Kona Pink Honey Black Rock Farm,Paradise Roasters,Medium_Light,United States,Kona,Big Island Of Hawai’I,22.0,94,2020-09-01,"Richly and elegantly fruit-toned. Strawberry-guava, cocoa nib, violet, wild honey, aloe wood in aroma and cup. Vivaciously sweet-tart structure with juicy, balanced acidity; full, creamy mouthfeel. Resonant fruit-forward finish with notes of strawberry-guava, cocoa nib and violet.",richly elegantly fruittoned strawberryguava cocoa nib violet wild honey aloe wood aroma cup vivaciously sweettart structure juicy balanced acidity full creamy mouthfeel resonant fruitforward finish note strawberryguava cocoa nib violet,0.7003,1,0.9425414,1
Ethiopia Kayon Mountain,Lexington Coffee Roasters,Medium_Light,United States,Odo Shakiso District,Guji Zone,5.86,94,2020-09-01,"Richly chocolaty, deeply fruit-toned. Chocolate fudge, raspberry coulis, sandalwood, lilac in aroma and cup. Sweetly tart structure with juicy acidity; plush, lively mouthfeel. The floral- and fruit-toned finish is supported by chocolate tones throughout.",richly chocolaty deeply fruittoned chocolate fudge raspberry coulis sandalwood lilac aroma cup sweetly tart structure juicy acidity plush lively mouthfeel floral fruittoned finish supported chocolate tone throughout,0.8807,1,0.94249785,1
Playground SOE Espresso,Plat Coffee Roastery,Medium_Light,Hong Kong,São Sebastião Da Grama,Sul De Minas,7.05,93,2020-09-01,"Evaluated as espresso. Richly sweet-tart. Pomegranate, dark chocolate, narcissus, hazelnut, cedar in aroma and small cup. Satiny-smooth mouthfeel; fruit-driven, chocolaty finish. In three parts milk the fruit rounds and softens and chocolate notes are foregrounded.",evaluated espresso richly sweettart pomegranate dark chocolate narcissus hazelnut cedar aroma small cup satinysmooth mouthfeel fruitdriven chocolaty finish three part milk fruit round softens chocolate note foregrounded,0.4404,1,0.942522,1
Benti Nenqa #209 Ethiopia,JBC Coffee Roasters,Medium_Light,United States,Guji Zone,Oromia Region,5.51,94,2020-09-01,"Delicately intricate, deeply sweet. Passion fruit, jasmine, sandalwood, cocoa nib, tangerine zest in aroma and cup. Juicy, effervescent acidity; silky, confident mouthfeel. The finish is crisply tart with sweet floral and cocoa tones in the short.",delicately intricate deeply sweet passion fruit jasmine sandalwood cocoa nib tangerine zest aroma cup juicy effervescent acidity silky confident mouthfeel finish crisply tart sweet floral cocoa tone short,0.9399,1,0.94252527,1
Andi Sumatra,JBC Coffee Roasters,Medium_Light,United States,Aceh,Sumatra,5.73,92,2020-09-01,"Deep-toned, richly sweet. Date, magnolia, molasses, almond, cedar in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Finish consolidates to notes of molasses and almond.",deeptoned richly sweet date magnolia molasses almond cedar aroma cup sweet structure round gentle acidity full syrupy mouthfeel finish consolidates note molasses almond,0.8957,1,0.9425186,1
Las Gravilias Costa Rica,JBC Coffee Roasters,Medium_Light,United States,Canton De Desamparados,San Jose,5.14,91,2020-09-01,"Delicate, sweet-toned. Plum, caramel, freesia-like flowers, oak, lemon zest in aroma and cup. Sweet-tart structure with brisk acidity; satiny mouthfeel. The finish centers around caramel and lemon zest.",delicate sweettoned plum caramel freesialike flower oak lemon zest aroma cup sweettart structure brisk acidity satiny mouthfeel finish center around caramel lemon zest,0.2023,1,0.94253206,1
Nicaragua La Huella Catuaí,David's Nose,Light,Taiwan,Matagalpa,Nicaragua,3.54,93,2020-09-01,"Crisp, delicately sweet. Nectarine, jasmine, cocoa nib, almond, oak in aroma and cup. Sweet-toned structure with gentle acidity; full, viscous mouthfeel. The finish centers around notes of nectarine, cocoa nib, and oak.",crisp delicately sweet nectarine jasmine cocoa nib almond oak aroma cup sweettoned structure gentle acidity full viscous mouthfeel finish center around note nectarine cocoa nib oak,0.7845,1,0.94251734,1
El Salvador Santa Elena Pacamara,GK Coffee,Medium_Light,Taiwan,Chalatenango,El Salvador,8.0,94,2020-09-01,"Richly fruit- and floral-toned. Passion fruit, narcissus, allspice, cocoa nib, tangerine zest in aroma and cup. Sweet-savory structure with juicy, high-toned acidity; lightly syrupy mouthfeel. Richly drying, vermouth-like finish.",richly fruit floraltoned passion fruit narcissus allspice cocoa nib tangerine zest aroma cup sweetsavory structure juicy hightoned acidity lightly syrupy mouthfeel richly drying vermouthlike finish,0.8316,1,0.9425246,1
Guatemala Carlos Rivas,Kaldi's Coffee,Medium_Light,United States,Huehuetenango Department,Guatemala,5.29,93,2020-09-01,"Richly sweet-savory, chocolate-toned. Dark chocolate, date, pralines, tiger lily, a hint of cumin in aroma and cup. Sweet-savory structure with gentle, round acidity; plump, syrupy mouthfeel. Gently drying finish is chocolaty through and through with undertones of pralines and flowers.",richly sweetsavory chocolatetoned dark chocolate date praline tiger lily hint cumin aroma cup sweetsavory structure gentle round acidity plump syrupy mouthfeel gently drying finish chocolaty undertone praline flower,0.8316,1,0.9425127,1
El Salvador Finca Kilimanjaro,Equator Coffees,Medium,United States,Santa Ana Department,El Salvador,10.58,92,2020-09-01,"Richly chocolaty, deeply sweet. Dark chocolate, freesia-like flowers, crisp pear, vanilla bean, cedar in aroma and cup. Sweet in structure with gentle acidity; velvety-smooth mouthfeel. Quiet, chocolaty finish with notes of pear and cedar.",richly chocolaty deeply sweet dark chocolate freesialike flower crisp pear vanilla bean cedar aroma cup sweet structure gentle acidity velvetysmooth mouthfeel quiet chocolaty finish note pear cedar,0.9079,1,0.9425401,1
Guatemala Bella Carmona,Highwire Coffee Roasters,Medium_Light,United States,Antigua Growing Region,Guatemala,5.36,92,2020-09-01,"Deep-toned, chocolaty. Dark chocolate, date, hazelnut, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with pert acidity; delicately smooth mouthfeel. Chocolate- and hazelnut-toned finish.",deeptoned chocolaty dark chocolate date hazelnut agave syrup pink grapefruit zest aroma cup sweetly tart structure pert acidity delicately smooth mouthfeel chocolate hazelnuttoned finish,0.6249,1,0.9425404,1
Mexico Mayan Village Women’s Lot,Mr. Espresso,Medium_Light,United States,Bella Vista,Chiapas,4.7,92,2020-09-01,"Richly cherry-toned, chocolaty. Dark chocolate, black cherry, pistachio, honeysuckle, cedar in aroma and cup. Gently sweet-tart structure with brisk acidity; lively, syrupy mouthfeel. The finish is all chocolate, through and through.",richly cherrytoned chocolaty dark chocolate black cherry pistachio honeysuckle cedar aroma cup gently sweettart structure brisk acidity lively syrupy mouthfeel finish chocolate,0.8555,1,0.94252485,1
Honduras Finca Don Eusebio,Plat Coffee Roastery,Light,Hong Kong,Chaguites,Honduras,14.7,92,2020-09-01,"Delicately sweet, floral-toned. Honeysuckle, red grape, cashew, oak, brown sugar in aroma and cup. Sweet structure with gentle acidity; smooth, satiny mouthfeel. The finish consolidates to notes of red grape, cashew, and brown sugar.",delicately sweet floraltoned honeysuckle red grape cashew oak brown sugar aroma cup sweet structure gentle acidity smooth satiny mouthfeel finish consolidates note red grape cashew brown sugar,0.872,1,0.9425323,1
El Salvador Finca Las Duanas,Red Rooster Coffee Roaster,Light,United States,Alotepec-Metapan Region,El Salvador,6.76,92,2020-09-01,"Balanced, deep, sweetly savory. Tamarind, dark chocolate, gardenia, candycap mushroom, almond in aroma and cup. Crispy sweet structure with brisk acidity; satiny mouthfeel. Chocolaty finish with undertones of tamarind and almond.",balanced deep sweetly savory tamarind dark chocolate gardenia candycap mushroom almond aroma cup crispy sweet structure brisk acidity satiny mouthfeel chocolaty finish undertone tamarind almond,0.7717,1,0.9425433,1
El Salvador Las Mercedes La Avila,Bird Rock Coffee Roasters,Medium_Light,United States,Tecapa Chinameca Growing Region,El Salvador,5.29,93,2020-09-01,"Rich-toned, chocolaty and floral. Baking chocolate, honeysuckle, lemon verbena, almond butter, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Chocolate up front in the short finish, followed by almond and lemon verbena in the long.",richtoned chocolaty floral baking chocolate honeysuckle lemon verbena almond butter cedar aroma cup sweettart structure bright juicy acidity satinysmooth mouthfeel chocolate front short finish followed almond lemon verbena long,0.4404,1,0.9425356,1
Guatemala El Plan Rosma,Corvus Coffee Roasters,Medium_Light,United States,Huehuetenango Department,Guatemala,6.17,93,2020-09-01,"Sweetly savory, vibrant, deep. Meyer lemon zest, dark chocolate, tamarind, sandalwood, aromatic orchid in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Flavor-saturated-finish leads with notes of tamarind and lemon zest, rounding to deep, dark chocolate notes in the long.",sweetly savory vibrant deep meyer lemon zest dark chocolate tamarind sandalwood aromatic orchid aroma cup sweettart structure bright juicy acidity satinysmooth mouthfeel flavorsaturatedfinish lead note tamarind lemon zest rounding deep dark chocolate note long,0.8555,1,0.94255227,1
Honduras,Beachcomber Coffee,Medium_Light,Canada,Honduras,Huehuetenango Department,4.2,92,2020-10-01,"Richly sweet, nut-toned. Almond butter, baking chocolate, pear, cedar, baking spices in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny-smooth mouthfeel. The dominant nut notes of the finish are supported by baking chocolate and cedar.",richly sweet nuttoned almond butter baking chocolate pear cedar baking spice aroma cup sweettoned structure gentle round acidity full satinysmooth mouthfeel dominant nut note finish supported baking chocolate cedar,0.8779,1,0.94252527,1
Heart & Soul Espresso Blend,States Coffee,Medium,United States,Guatemala,Ethiopia,5.29,94,2020-10-01,"Evaluated as espresso. Juicy-bright, chocolaty; chocolate fudge, black cherry, honeysuckle, cedar, maple syrup in aroma and small cup. Creamy mouthfeel; chocolaty, fruit-forward finish. Milk amplifies, deepens, and sweetens both chocolate and fruit notes.",evaluated espresso juicybright chocolaty chocolate fudge black cherry honeysuckle cedar maple syrup aroma small cup creamy mouthfeel chocolaty fruitforward finish milk amplifies deepens sweetens chocolate fruit note,0.0,0,0.9425154,1
Ethiopia Banko Gotiti,Bird Rock Coffee Roasters,Medium_Light,United States,Kochere,Yirgacheffe Growing Region,5.88,94,2020-10-01,"Complex, intricate, deeply sweet. Star jasmine, cocoa nib, nectarine, frankincense, spearmint in aroma and cup. Bright, juicy acidity; plush, velvety mouthfeel. Resonant, flavor-saturated finish leads with notes of star jasmine and nectarine, balanced by suggestions of crisp cocoa.",complex intricate deeply sweet star jasmine cocoa nib nectarine frankincense spearmint aroma cup bright juicy acidity plush velvety mouthfeel resonant flavorsaturated finish lead note star jasmine nectarine balanced suggestion crisp cocoa,0.7778,1,0.94252306,1
Ethiopia Yabitu Koba,Amavida Coffee Roasters,Medium_Light,United States,Guji Zone,Southern Ethiopia,5.88,94,2020-10-01,"Crisp, delicate, richly high-toned. Apricot, cocoa nib, honeysuckle, sandalwood, agave syrup in aroma and cup. Sweet-toned structure with lively acidity; full, syrupy-smooth mouthfeel. Cocoa-toned apricot and honeysuckle enliven the quiet finish.",crisp delicate richly hightoned apricot cocoa nib honeysuckle sandalwood agave syrup aroma cup sweettoned structure lively acidity full syrupysmooth mouthfeel cocoatoned apricot honeysuckle enliven quiet finish,0.7184,1,0.9425333,1
Ethiopia Banko Gotiti,PT's Coffee Roasting Co.,Medium_Light,United States,Kochere,Yirgacheffe Growing Region,5.73,94,2020-10-01,"Delicate, spice-toned, richly aromatic. Narcissus-like flowers, cocoa nib, peach, lemon verbena, a hint of eucalyptus wood in aroma and cup. High-toned, vibrant acidity; full, syrupy mouthfeel. The deep, cocoa-toned finish centers around notes of narcissus and peach.",delicate spicetoned richly aromatic narcissuslike flower cocoa nib peach lemon verbena hint eucalyptus wood aroma cup hightoned vibrant acidity full syrupy mouthfeel deep cocoatoned finish center around note narcissus peach,0.7579,1,0.9425123,1
Ethiopia Chelbessa Danche,Amavida Coffee Roasters,Light,United States,Gedeb District,Gedeo Zone,5.88,93,2020-10-01,"Delicately fruit-toned, floral. Strawberry, narcissus, lemon verbena, cocoa nib, cedar in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy mouthfeel. The richly sweet finish consolidates to cocoa-toned narcissus and strawberry.",delicately fruittoned floral strawberry narcissus lemon verbena cocoa nib cedar aroma cup sweet structure gentle round acidity full syrupy mouthfeel richly sweet finish consolidates cocoatoned narcissus strawberry,0.9153,1,0.94251204,1
Rhapsody of Dreams,Evie's Cafe,Medium_Light,Taiwan,Kenya,Colombia,6.34,94,2020-10-01,"Chocolaty and floral-toned. Dark chocolate, freesia-like flowers, pluot, pink peppercorn, oak in aroma and cup. Sweet-tart structure with bright, sparkling acidity; very full, syrupy-smooth mouthfeel. Spice-toned, floral finish.",chocolaty floraltoned dark chocolate freesialike flower pluot pink peppercorn oak aroma cup sweettart structure bright sparkling acidity full syrupysmooth mouthfeel spicetoned floral finish,0.6249,1,0.9425282,1
Laura’s Reserve SL34,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,27.76,95,2020-10-01,"Balanced, complex, rich-toned. Cocoa nib, pluot, tangerine zest, star jasmine, lemon verbena in aroma and cup. Deeply sweet, high-toned structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The long, resonant finish maintains the multi-layered notes from the cup.",balanced complex richtoned cocoa nib pluot tangerine zest star jasmine lemon verbena aroma cup deeply sweet hightoned structure juicy vibrant acidity plush syrupy mouthfeel long resonant finish maintains multilayered note cup,0.7713,1,0.94251555,1
CBD Coffee Dark Roast,Rooster Roastery,Medium_Dark,Hawai'i,Kona Growing Region,Big Island Of Hawai’I,11.02,84,2020-10-01,"Chocolaty, smoke-toned, sweetly savory. Dark chocolate, scorched mesquite, vanillin, gardenia, prune in aroma and cup. Sweet-savory structure with very little acidity; light-bodied, smooth mouthfeel. Wood-framed finish with hints of smoky chocolate.",chocolaty smoketoned sweetly savory dark chocolate scorched mesquite vanillin gardenia prune aroma cup sweetsavory structure little acidity lightbodied smooth mouthfeel woodframed finish hint smoky chocolate,0.4767,1,0.94251996,1
Kona Pumpkin Spice Anaerobic,Paradise Roasters,Medium_Light,United States,Kona,Big Island Of Hawai’I,22.0,93,2020-09-01,"Sweetly spice-toned. Cinnamon, cocoa powder, plum, ginger blossom, narcissus in aroma and cup. Richly sweet structure with round acidity; full, satiny mouthfeel. The spice-toned finish centers on cinnamon and gingerbread suggestions.",sweetly spicetoned cinnamon cocoa powder plum ginger blossom narcissus aroma cup richly sweet structure round acidity full satiny mouthfeel spicetoned finish center cinnamon gingerbread suggestion,0.8402,1,0.9424949,1
Taiwan Natural Medium Roast,The Formosa Coffee,Medium_Light,United States,Taiwan,Kona,8.81,92,2020-09-01,"Sweet-toned, fruit-centered. Raisin, brown sugar, lemon zest, prairie flowers, oak in aroma and cup. Sweet structure with brisk acidity; medium-bodied, velvety-smooth mouthfeel. The gently drying finish consolidates to notes of brown sugar and oak with hints of lemon zest.",sweettoned fruitcentered raisin brown sugar lemon zest prairie flower oak aroma cup sweet structure brisk acidity mediumbodied velvetysmooth mouthfeel gently drying finish consolidates note brown sugar oak hint lemon zest,0.765,1,0.9425268,1
Thailand Doi Pangkhon Dark Roast,Paradise Roasters,Medium,United States,Doi Pangkhon,Thailand,5.57,92,2020-09-01,"Crisply tart, chocolaty. Lime zest, dried apricot, chocolate fudge, agave syrup, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; lightly syrupy mouthfeel. The deep finish is richly drying, very chocolaty. ",crisply tart chocolaty lime zest dried apricot chocolate fudge agave syrup cedar aroma cup sweettoned structure gentle round acidity lightly syrupy mouthfeel deep finish richly drying chocolaty,0.7003,1,0.94253963,1
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium_Light,United States,Yirgacheffe Growing Region,Ethiopia,6.03,94,2020-09-01,"Richly sweet, deeply aromatic, floral-toned. Plum, Meyer lemon zest, tea rose, sandalwood, maple syrup in aroma and cup. Balanced, sweetly tart structure; smooth, syrupy mouthfeel. Notes of tea rose and sandalwood permeate the rich finish.",richly sweet deeply aromatic floraltoned plum meyer lemon zest tea rose sandalwood maple syrup aroma cup balanced sweetly tart structure smooth syrupy mouthfeel note tea rose sandalwood permeate rich finish,0.9118,1,0.942528,1
Colombia Asobombo Inza,Flight Coffee Co.,Light,United States,Cauca,Colombia,4.7,94,2020-09-01,"High-toned, crisply sweet-tart. Concord grape, rhododendron, cocoa nib, sandalwood, maple syrup in aroma and cup. Brightly sweet structure with tart, juicy acidity; very plush, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa nib and maple syrup with undertones of Concord grape.",hightoned crisply sweettart concord grape rhododendron cocoa nib sandalwood maple syrup aroma cup brightly sweet structure tart juicy acidity plush syrupy mouthfeel resonant finish consolidates note cocoa nib maple syrup undertone concord grape,0.6705,1,0.9425118,1
